,string,tokens,label
1004,do a beat,"['do', 'a', 'beat']",LVC
1005,do a double act,"['do', 'a', 'double', 'act']",LVC
1006,give the Colonel pause for thought,"['give', 'the', 'Colonel', 'pause', 'for', 'thought']",LVC
1007,have a closer look,"['have', 'a', 'closer', 'look']",LVC
1008,do your share,"['do', 'your', 'share']",LVC
1009,do the cooking,"['do', 'the', 'cooking']",LVC
1010,get a real Leicester accent,"['get', 'a', 'real', 'Leicester', 'accent']",LVC
1011,do some er adaptation,"['do', 'some', 'er', 'adaptation']",LVC
1012,do the shopping,"['do', 'the', 'shopping']",LVC
1013,make little difference,"['make', 'little', 'difference']",LVC
1014,get this address,"['get', 'this', 'address']",LVC
1015,get much change,"['get', 'much', 'change']",LVC
1016,get Melanie Gandell 's address,"['get', 'Melanie', 'Gandell', ""'s"", 'address']",LVC
1017,do incalculable damage,"['do', 'incalculable', 'damage']",LVC
1018,have a look,"['have', 'a', 'look']",LVC
1019,take food,"['take', 'food']",LVC
1020,make sense,"['make', 'sense']",LVC
1021,"get a different , rockier sound","['get', 'a', 'different', ',', 'rockier', 'sound']",LVC
1022,do an interview,"['do', 'an', 'interview']",LVC
1023,"give an up-to-date , comprehensive summary","['give', 'an', 'up-to-date', ',', 'comprehensive', 'summary']",LVC
1024,do a work placement,"['do', 'a', 'work', 'placement']",LVC
1025,make a change,"['make', 'a', 'change']",LVC
1026,do my act,"['do', 'my', 'act']",LVC
1027,do the restoration,"['do', 'the', 'restoration']",LVC
1028,do such incredible work,"['do', 'such', 'incredible', 'work']",LVC
1029,take his own life,"['take', 'his', 'own', 'life']",LVC
1030,make a charitable gesture,"['make', 'a', 'charitable', 'gesture']",LVC
1031,take this view,"['take', 'this', 'view']",LVC
1032,do no harm,"['do', 'no', 'harm']",LVC
1033,do work,"['do', 'work']",LVC
1034,take an interest,"['take', 'an', 'interest']",LVC
1035,give a hint,"['give', 'a', 'hint']",LVC
1036,take over a bigger share,"['take', 'over', 'a', 'bigger', 'share']",LVC
1037,make far greater use,"['make', 'far', 'greater', 'use']",LVC
1038,do some useful PR work,"['do', 'some', 'useful', 'PR', 'work']",LVC
1039,take this step,"['take', 'this', 'step']",LVC
1040,do the construction work,"['do', 'the', 'construction', 'work']",LVC
1041,make use,"['make', 'use']",LVC
1042,give information,"['give', 'information']",LVC
1043,make little difference,"['make', 'little', 'difference']",LVC
1044,do one assignment,"['do', 'one', 'assignment']",LVC
1045,get that target,"['get', 'that', 'target']",LVC
1046,get the sound,"['get', 'the', 'sound']",LVC
1047,take the test,"['take', 'the', 'test']",LVC
1048,have a limited appreciation,"['have', 'a', 'limited', 'appreciation']",LVC
1049,have the imagination,"['have', 'the', 'imagination']",LVC
1050,get quality and performance,"['get', 'quality', 'and', 'performance']",LVC
1051,make available a more flexible range,"['make', 'available', 'a', 'more', 'flexible', 'range']",LVC
1052,make the best use,"['make', 'the', 'best', 'use']",LVC
1053,make assistance,"['make', 'assistance']",LVC
1054,give informed consent,"['give', 'informed', 'consent']",LVC
1055,give guidance,"['give', 'guidance']",LVC
1056,give at least some protection,"['give', 'at', 'least', 'some', 'protection']",LVC
1057,make love,"['make', 'love']",LVC
1058,take your pick,"['take', 'your', 'pick']",LVC
1059,make a gesture,"['make', 'a', 'gesture']",LVC
1060,do their good work,"['do', 'their', 'good', 'work']",LVC
1061,make a picture,"['make', 'a', 'picture']",LVC
1062,make no move,"['make', 'no', 'move']",LVC
1063,make use,"['make', 'use']",LVC
1064,get Ramsar protection,"['get', 'Ramsar', 'protection']",LVC
1065,get the show,"['get', 'the', 'show']",LVC
1066,take no notice,"['take', 'no', 'notice']",LVC
1067,make contact,"['make', 'contact']",LVC
1068,get a thrill,"['get', 'a', 'thrill']",LVC
1069,make out any movement,"['make', 'out', 'any', 'movement']",LVC
1070,make use,"['make', 'use']",LVC
1071,do no harm,"['do', 'no', 'harm']",LVC
1072,make any commitment,"['make', 'any', 'commitment']",LVC
1073,get planning permission,"['get', 'planning', 'permission']",LVC
1074,make a 5 p.c. rise,"['make', 'a', '5', 'p.c.', 'rise']",LVC
1075,get her breath,"['get', 'her', 'breath']",LVC
1076,make a success,"['make', 'a', 'success']",LVC
1077,make a large collection,"['make', 'a', 'large', 'collection']",LVC
1078,make physical progress,"['make', 'physical', 'progress']",LVC
1079,get the correct daily balance,"['get', 'the', 'correct', 'daily', 'balance']",LVC
1080,do an average,"['do', 'an', 'average']",LVC
1081,get one decision,"['get', 'one', 'decision']",LVC
1082,get that contract,"['get', 'that', 'contract']",LVC
1083,get the the balance,"['get', 'the', 'the', 'balance']",LVC
1084,do the expansion,"['do', 'the', 'expansion']",LVC
1085,take a long drink,"['take', 'a', 'long', 'drink']",LVC
1086,take vengeance,"['take', 'vengeance']",LVC
1087,give a lecture,"['give', 'a', 'lecture']",LVC
1088,take an idiosyncratic view,"['take', 'an', 'idiosyncratic', 'view']",LVC
1089,make his England debut,"['make', 'his', 'England', 'debut']",LVC
1090,make an appropriate return,"['make', 'an', 'appropriate', 'return']",LVC
1091,make sense,"['make', 'sense']",LVC
1092,make sense,"['make', 'sense']",LVC
1093,give a characteristically distinctive twist,"['give', 'a', 'characteristically', 'distinctive', 'twist']",LVC
1094,make a washing-his-hands-of-the-matter gesture,"['make', 'a', 'washing-his-hands-of-the-matter', 'gesture']",LVC
1095,do anything about the Cuban government,"['do', 'anything', 'about', 'the', 'Cuban', 'government']",LVC
1096,give small help,"['give', 'small', 'help']",LVC
1097,make love,"['make', 'love']",LVC
1098,give a fair description,"['give', 'a', 'fair', 'description']",LVC
1099,give experience,"['give', 'experience']",LVC
1100,give practice,"['give', 'practice']",LVC
1101,make an impression,"['make', 'an', 'impression']",LVC
1102,do fear,"['do', 'fear']",LVC
1103,do no manual work,"['do', 'no', 'manual', 'work']",LVC
1104,do the shopping,"['do', 'the', 'shopping']",LVC
1105,give a little help,"['give', 'a', 'little', 'help']",LVC
1106,make use,"['make', 'use']",LVC
1107,do a handout,"['do', 'a', 'handout']",LVC
1108,get a correlation,"['get', 'a', 'correlation']",LVC
1109,do the nativity play,"['do', 'the', 'nativity', 'play']",LVC
1110,do damage,"['do', 'damage']",LVC
1111,get any fancy documentation,"['get', 'any', 'fancy', 'documentation']",LVC
1112,get the scheme,"['get', 'the', 'scheme']",LVC
1113,get a screen save,"['get', 'a', 'screen', 'save']",LVC
1114,make use,"['make', 'use']",LVC
1115,get some relief,"['get', 'some', 'relief']",LVC
1116,have an agreement,"['have', 'an', 'agreement']",LVC
1117,make an overall loss,"['make', 'an', 'overall', 'loss']",LVC
1118,take control,"['take', 'control']",LVC
1119,give rise,"['give', 'rise']",LVC
1120,take his advice,"['take', 'his', 'advice']",LVC
1121,make a will,"['make', 'a', 'will']",LVC
1122,make a will,"['make', 'a', 'will']",LVC
1123,get that pack,"['get', 'that', 'pack']",LVC
1124,make contact,"['make', 'contact']",LVC
1125,make use,"['make', 'use']",LVC
1126,take any remedial action,"['take', 'any', 'remedial', 'action']",LVC
1127,make any statement,"['make', 'any', 'statement']",LVC
1128,make contact,"['make', 'contact']",LVC
1129,do expert research,"['do', 'expert', 'research']",LVC
1130,do than queue,"['do', 'than', 'queue']",LVC
1131,take another sip,"['take', 'another', 'sip']",LVC
1132,give a false impression,"['give', 'a', 'false', 'impression']",LVC
1133,give notice,"['give', 'notice']",LVC
1134,get that green ring,"['get', 'that', 'green', 'ring']",LVC
1135,give an estimate,"['give', 'an', 'estimate']",LVC
1136,get the tape,"['get', 'the', 'tape']",LVC
1137,have that trouble,"['have', 'that', 'trouble']",LVC
1138,get an infection,"['get', 'an', 'infection']",LVC
1139,make little progress,"['make', 'little', 'progress']",LVC
1140,do their work,"['do', 'their', 'work']",LVC
1141,get a copy,"['get', 'a', 'copy']",LVC
1142,give no chance to escape,"['give', 'no', 'chance', 'to', 'escape']",LVC
1143,do an exhibition ride,"['do', 'an', 'exhibition', 'ride']",LVC
1144,do his running practice,"['do', 'his', 'running', 'practice']",LVC
1145,get full family credit,"['get', 'full', 'family', 'credit']",LVC
1146,get a grip,"['get', 'a', 'grip']",LVC
1147,do not pause,"['do', 'not', 'pause']",LVC
1148,get that information,"['get', 'that', 'information']",LVC
1149,do forefront work,"['do', 'forefront', 'work']",LVC
1150,make a decision,"['make', 'a', 'decision']",LVC
1151,do any harm,"['do', 'any', 'harm']",LVC
1152,get the push,"['get', 'the', 'push']",LVC
1153,take the dress,"['take', 'the', 'dress']",LVC
1154,make very little difference,"['make', 'very', 'little', 'difference']",LVC
1155,give your analysis,"['give', 'your', 'analysis']",LVC
1156,take control,"['take', 'control']",LVC
1157,take my neighbour shopping,"['take', 'my', 'neighbour', 'shopping']",LVC
1158,make mine,"['make', 'mine']",LVC
1159,do a great deal,"['do', 'a', 'great', 'deal']",LVC
1160,do the housewife report,"['do', 'the', 'housewife', 'report']",LVC
1161,make a change,"['make', 'a', 'change']",LVC
1162,give advice,"['give', 'advice']",LVC
1163,make any difference,"['make', 'any', 'difference']",LVC
1164,give a good approximation,"['give', 'a', 'good', 'approximation']",LVC
1165,have a proof copy,"['have', 'a', 'proof', 'copy']",LVC
1166,make an electrical connection,"['make', 'an', 'electrical', 'connection']",LVC
1167,do page makeup,"['do', 'page', 'makeup']",LVC
1168,take a look,"['take', 'a', 'look']",LVC
1169,give expression,"['give', 'expression']",LVC
1170,have a price,"['have', 'a', 'price']",LVC
1171,take a breath,"['take', 'a', 'breath']",LVC
1172,make use,"['make', 'use']",LVC
1173,have little objective foundation,"['have', 'little', 'objective', 'foundation']",LVC
1174,make a definite booking,"['make', 'a', 'definite', 'booking']",LVC
1175,take a twenty-minute climb,"['take', 'a', 'twenty-minute', 'climb']",LVC
1176,make its first appearance,"['make', 'its', 'first', 'appearance']",LVC
1177,give birth,"['give', 'birth']",LVC
1178,give birth,"['give', 'birth']",LVC
1179,have my chance,"['have', 'my', 'chance']",LVC
1180,give an involuntary cry,"['give', 'an', 'involuntary', 'cry']",LVC
1181,give an outline,"['give', 'an', 'outline']",LVC
1182,get the help,"['get', 'the', 'help']",LVC
1183,have a head injury,"['have', 'a', 'head', 'injury']",LVC
1184,do his need,"['do', 'his', 'need']",LVC
1185,make no reference,"['make', 'no', 'reference']",LVC
1186,give a heavy fine,"['give', 'a', 'heavy', 'fine']",LVC
1187,make use,"['make', 'use']",LVC
1188,get a chance,"['get', 'a', 'chance']",LVC
1189,get a first team chance,"['get', 'a', 'first', 'team', 'chance']",LVC
1190,take any notice,"['take', 'any', 'notice']",LVC
1191,take a long look,"['take', 'a', 'long', 'look']",LVC
1192,take personal control,"['take', 'personal', 'control']",LVC
1193,make the decision,"['make', 'the', 'decision']",LVC
1194,make one suggestion,"['make', 'one', 'suggestion']",LVC
1195,get rather a good voice,"['get', 'rather', 'a', 'good', 'voice']",LVC
1196,get room service,"['get', 'room', 'service']",LVC
1197,take aim,"['take', 'aim']",LVC
1198,do any harm,"['do', 'any', 'harm']",LVC
1199,do other work,"['do', 'other', 'work']",LVC
1200,have a look,"['have', 'a', 'look']",LVC
1201,do not print further creative work,"['do', 'not', 'print', 'further', 'creative', 'work']",LVC
1202,make a deep impression,"['make', 'a', 'deep', 'impression']",LVC
1203,make sense,"['make', 'sense']",LVC
1204,give a feeling,"['give', 'a', 'feeling']",LVC
1205,give the correction,"['give', 'the', 'correction']",LVC
1206,take shape,"['take', 'shape']",LVC
1207,make its entry,"['make', 'its', 'entry']",LVC
1208,make their first UK appearance,"['make', 'their', 'first', 'UK', 'appearance']",LVC
1209,do work,"['do', 'work']",LVC
1210,take a supplementary subject,"['take', 'a', 'supplementary', 'subject']",LVC
1211,take a loan,"['take', 'a', 'loan']",LVC
1212,do all the work,"['do', 'all', 'the', 'work']",LVC
1213,take a spare set,"['take', 'a', 'spare', 'set']",LVC
1214,make the gesture,"['make', 'the', 'gesture']",LVC
1215,have a vested interest,"['have', 'a', 'vested', 'interest']",LVC
1216,take hold,"['take', 'hold']",LVC
1217,get the reputation,"['get', 'the', 'reputation']",LVC
1218,get the s chance,"['get', 'the', 's', 'chance']",LVC
1219,take a guess,"['take', 'a', 'guess']",LVC
1220,take the pressure,"['take', 'the', 'pressure']",LVC
1221,take much notice,"['take', 'much', 'notice']",LVC
1222,make use,"['make', 'use']",LVC
1223,do shopping,"['do', 'shopping']",LVC
1224,give a good account,"['give', 'a', 'good', 'account']",LVC
1225,give a substantial yield,"['give', 'a', 'substantial', 'yield']",LVC
1226,give the general distribution,"['give', 'the', 'general', 'distribution']",LVC
1227,give consent,"['give', 'consent']",LVC
1228,do long division,"['do', 'long', 'division']",LVC
1229,make contact,"['make', 'contact']",LVC
1230,do its work,"['do', 'its', 'work']",LVC
1231,get no end,"['get', 'no', 'end']",LVC
1232,give a mighty roar,"['give', 'a', 'mighty', 'roar']",LVC
1233,take an interest,"['take', 'an', 'interest']",LVC
1234,make a sound,"['make', 'a', 'sound']",LVC
1235,get your next hit,"['get', 'your', 'next', 'hit']",LVC
1236,get a good hit,"['get', 'a', 'good', 'hit']",LVC
1237,get a repeat prescription,"['get', 'a', 'repeat', 'prescription']",LVC
1238,make maximum use,"['make', 'maximum', 'use']",LVC
1239,make a delivery,"['make', 'a', 'delivery']",LVC
1240,do not usually impact,"['do', 'not', 'usually', 'impact']",LVC
1241,make a political choice,"['make', 'a', 'political', 'choice']",LVC
1242,give fair coverage,"['give', 'fair', 'coverage']",LVC
1243,take at least one burden,"['take', 'at', 'least', 'one', 'burden']",LVC
1244,give added interest,"['give', 'added', 'interest']",LVC
1245,make a joint offer,"['make', 'a', 'joint', 'offer']",LVC
1246,make a distinctive contribution,"['make', 'a', 'distinctive', 'contribution']",LVC
1247,make medical education,"['make', 'medical', 'education']",LVC
1248,do the use,"['do', 'the', 'use']",LVC
1249,do a transcript,"['do', 'a', 'transcript']",LVC
1250,give the impression,"['give', 'the', 'impression']",LVC
1251,take up employment,"['take', 'up', 'employment']",LVC
1252,make possible an adequate statement,"['make', 'possible', 'an', 'adequate', 'statement']",LVC
1253,make no difference,"['make', 'no', 'difference']",LVC
1254,give a poignant twist,"['give', 'a', 'poignant', 'twist']",LVC
1255,take precedence,"['take', 'precedence']",LVC
1256,make particular use,"['make', 'particular', 'use']",LVC
1257,make her smile,"['make', 'her', 'smile']",LVC
1258,make a nasty mess,"['make', 'a', 'nasty', 'mess']",LVC
1259,make some suggestion,"['make', 'some', 'suggestion']",LVC
1260,make a movement,"['make', 'a', 'movement']",LVC
1261,make a show,"['make', 'a', 'show']",LVC
1262,make no comment,"['make', 'no', 'comment']",LVC
1263,do some shopping,"['do', 'some', 'shopping']",LVC
1264,make out a report,"['make', 'out', 'a', 'report']",LVC
1265,give a performance,"['give', 'a', 'performance']",LVC
1266,make your acquaintance,"['make', 'your', 'acquaintance']",LVC
1267,get my head,"['get', 'my', 'head']",LVC
1268,make the appointment,"['make', 'the', 'appointment']",LVC
1269,do all the hard work,"['do', 'all', 'the', 'hard', 'work']",LVC
1270,make a statement,"['make', 'a', 'statement']",LVC
1271,give the deal,"['give', 'the', 'deal']",LVC
1272,make his scalp crawl,"['make', 'his', 'scalp', 'crawl']",LVC
1273,make sense,"['make', 'sense']",LVC
1274,get information,"['get', 'information']",LVC
1275,do some work,"['do', 'some', 'work']",LVC
1276,get access,"['get', 'access']",LVC
1277,give free entry,"['give', 'free', 'entry']",LVC
1278,do a run,"['do', 'a', 'run']",LVC
1279,do the presentation,"['do', 'the', 'presentation']",LVC
1280,do a display,"['do', 'a', 'display']",LVC
1281,do the presentation,"['do', 'the', 'presentation']",LVC
1282,get the chance,"['get', 'the', 'chance']",LVC
1283,do as much damage,"['do', 'as', 'much', 'damage']",LVC
1284,do research,"['do', 'research']",LVC
1285,give rise,"['give', 'rise']",LVC
1286,get another wedding ring,"['get', 'another', 'wedding', 'ring']",LVC
1287,do the estimate,"['do', 'the', 'estimate']",LVC
1288,make this decision,"['make', 'this', 'decision']",LVC
1289,make a choice,"['make', 'a', 'choice']",LVC
1290,take the lead,"['take', 'the', 'lead']",LVC
1291,make a great concession,"['make', 'a', 'great', 'concession']",LVC
1292,have no choice,"['have', 'no', 'choice']",LVC
1293,give evidence,"['give', 'evidence']",LVC
1294,take no notice,"['take', 'no', 'notice']",LVC
1295,take no action,"['take', 'no', 'action']",LVC
1296,do more contract work,"['do', 'more', 'contract', 'work']",LVC
1297,make such a revolutionary proposal,"['make', 'such', 'a', 'revolutionary', 'proposal']",LVC
1298,give written notice,"['give', 'written', 'notice']",LVC
1299,have no effect,"['have', 'no', 'effect']",LVC
1300,do the difference,"['do', 'the', 'difference']",LVC
1301,do any irrevocable damage,"['do', 'any', 'irrevocable', 'damage']",LVC
1302,get still less help,"['get', 'still', 'less', 'help']",LVC
1303,get a permit,"['get', 'a', 'permit']",LVC
1304,get a much better deal,"['get', 'a', 'much', 'better', 'deal']",LVC
1305,make a tenfold gain,"['make', 'a', 'tenfold', 'gain']",LVC
1306,do a laborious review,"['do', 'a', 'laborious', 'review']",LVC
1307,make this request,"['make', 'this', 'request']",LVC
1308,make a change,"['make', 'a', 'change']",LVC
1309,make little mention,"['make', 'little', 'mention']",LVC
1310,make some sense,"['make', 'some', 'sense']",LVC
1311,make a personal choice,"['make', 'a', 'personal', 'choice']",LVC
1312,take issue,"['take', 'issue']",LVC
1313,take one and the same position,"['take', 'one', 'and', 'the', 'same', 'position']",LVC
1314,do profound damage,"['do', 'profound', 'damage']",LVC
1315,have no interest,"['have', 'no', 'interest']",LVC
1316,give complete support,"['give', 'complete', 'support']",LVC
1317,take a controlling interest,"['take', 'a', 'controlling', 'interest']",LVC
1318,take a deep breath,"['take', 'a', 'deep', 'breath']",LVC
1319,make a move,"['make', 'a', 'move']",LVC
1320,make a speech,"['make', 'a', 'speech']",LVC
1321,take up the invitation,"['take', 'up', 'the', 'invitation']",LVC
1322,take a detached view,"['take', 'a', 'detached', 'view']",LVC
1323,have no effect,"['have', 'no', 'effect']",LVC
1324,give permission,"['give', 'permission']",LVC
1325,do an interview,"['do', 'an', 'interview']",LVC
1326,do his own research,"['do', 'his', 'own', 'research']",LVC
1327,make contact,"['make', 'contact']",LVC
1328,make an immediate impact,"['make', 'an', 'immediate', 'impact']",LVC
1329,take a look,"['take', 'a', 'look']",LVC
1330,make a visit,"['make', 'a', 'visit']",LVC
1331,do very special work,"['do', 'very', 'special', 'work']",LVC
1332,do the work,"['do', 'the', 'work']",LVC
1333,have the widespread use,"['have', 'the', 'widespread', 'use']",LVC
1334,do work,"['do', 'work']",LVC
1335,give away the outline,"['give', 'away', 'the', 'outline']",LVC
1336,make a significant difference,"['make', 'a', 'significant', 'difference']",LVC
1337,do your courses start,"['do', 'your', 'courses', 'start']",LVC
1338,get a reference,"['get', 'a', 'reference']",LVC
1339,have a reputation,"['have', 'a', 'reputation']",LVC
1340,take a look,"['take', 'a', 'look']",LVC
1341,get a meeting,"['get', 'a', 'meeting']",LVC
1342,do battle,"['do', 'battle']",LVC
1343,have no concept,"['have', 'no', 'concept']",LVC
1344,make the call,"['make', 'the', 'call']",LVC
1345,get a huge key ring,"['get', 'a', 'huge', 'key', 'ring']",LVC
1346,take a shine,"['take', 'a', 'shine']",LVC
1347,make a note,"['make', 'a', 'note']",LVC
1348,get the management,"['get', 'the', 'management']",LVC
1349,give her final view,"['give', 'her', 'final', 'view']",LVC
1350,give birth,"['give', 'birth']",LVC
1351,take action,"['take', 'action']",LVC
1352,take a vote,"['take', 'a', 'vote']",LVC
1353,make no comment,"['make', 'no', 'comment']",LVC
1354,take direct action,"['take', 'direct', 'action']",LVC
1355,make the most pertinent remark,"['make', 'the', 'most', 'pertinent', 'remark']",LVC
1356,make that statement,"['make', 'that', 'statement']",LVC
1357,take hold,"['take', 'hold']",LVC
1358,get a grip,"['get', 'a', 'grip']",LVC
1359,do the claim,"['do', 'the', 'claim']",LVC
1360,do work,"['do', 'work']",LVC
1361,make that contact,"['make', 'that', 'contact']",LVC
1362,make a run,"['make', 'a', 'run']",LVC
1363,do my usual twirl,"['do', 'my', 'usual', 'twirl']",LVC
1364,do a good matin̩e performance,"['do', 'a', 'good', 'matin̩e', 'performance']",LVC
1365,get a reduced policy charge,"['get', 'a', 'reduced', 'policy', 'charge']",LVC
1366,get control,"['get', 'control']",LVC
1367,get any food,"['get', 'any', 'food']",LVC
1368,make an impact,"['make', 'an', 'impact']",LVC
1369,take a bridging loan,"['take', 'a', 'bridging', 'loan']",LVC
1370,do the size of your payroll,"['do', 'the', 'size', 'of', 'your', 'payroll']",LVC
1371,make a mess,"['make', 'a', 'mess']",LVC
1372,take the total,"['take', 'the', 'total']",LVC
1373,give an operation,"['give', 'an', 'operation']",LVC
1374,get in there forty years service,"['get', 'in', 'there', 'forty', 'years', 'service']",LVC
1375,give support,"['give', 'support']",LVC
1376,do a deal,"['do', 'a', 'deal']",LVC
1377,give positive thought,"['give', 'positive', 'thought']",LVC
1378,do a play,"['do', 'a', 'play']",LVC
1379,take an assessment,"['take', 'an', 'assessment']",LVC
1380,give advice,"['give', 'advice']",LVC
1381,make no differentiation,"['make', 'no', 'differentiation']",LVC
1382,give an address,"['give', 'an', 'address']",LVC
1383,make little appeal,"['make', 'little', 'appeal']",LVC
1384,do his work,"['do', 'his', 'work']",LVC
1385,do some irreparable harm,"['do', 'some', 'irreparable', 'harm']",LVC
1386,give medication,"['give', 'medication']",LVC
1387,make an insignificant contribution,"['make', 'an', 'insignificant', 'contribution']",LVC
1388,give information,"['give', 'information']",LVC
1389,make an orderly withdrawal,"['make', 'an', 'orderly', 'withdrawal']",LVC
1390,take control,"['take', 'control']",LVC
1391,make a table,"['make', 'a', 'table']",LVC
1392,make careful enquiry,"['make', 'careful', 'enquiry']",LVC
1393,do a great deal,"['do', 'a', 'great', 'deal']",LVC
1394,have a slot cut,"['have', 'a', 'slot', 'cut']",LVC
1395,take a memorable example,"['take', 'a', 'memorable', 'example']",LVC
1396,do his Superman act,"['do', 'his', 'Superman', 'act']",LVC
1397,make a remarkable recovery,"['make', 'a', 'remarkable', 'recovery']",LVC
1398,do all your work,"['do', 'all', 'your', 'work']",LVC
1399,make the analysis,"['make', 'the', 'analysis']",LVC
1400,get a 100-watt head,"['get', 'a', '100-watt', 'head']",LVC
1401,give a Les Paul copy,"['give', 'a', 'Les', 'Paul', 'copy']",LVC
1402,do some session work,"['do', 'some', 'session', 'work']",LVC
1403,do a European tour,"['do', 'a', 'European', 'tour']",LVC
1404,make sense,"['make', 'sense']",LVC
1405,make an explicit profession,"['make', 'an', 'explicit', 'profession']",LVC
1406,give evidence,"['give', 'evidence']",LVC
1407,take any notice,"['take', 'any', 'notice']",LVC
1408,do some more work,"['do', 'some', 'more', 'work']",LVC
1409,do some research,"['do', 'some', 'research']",LVC
1410,do more research,"['do', 'more', 'research']",LVC
1411,make a 17 keV neutrino fit,"['make', 'a', '17', 'keV', 'neutrino', 'fit']",LVC
1412,have neither cause,"['have', 'neither', 'cause']",LVC
1413,make its announcement,"['make', 'its', 'announcement']",LVC
1414,do their development,"['do', 'their', 'development']",LVC
1415,do your work,"['do', 'your', 'work']",LVC
1416,have a look,"['have', 'a', 'look']",LVC
1417,get a second legal opinion,"['get', 'a', 'second', 'legal', 'opinion']",LVC
1418,get the honeymoon treatment,"['get', 'the', 'honeymoon', 'treatment']",LVC
1419,get the best medical advice,"['get', 'the', 'best', 'medical', 'advice']",LVC
1420,have a heart attack,"['have', 'a', 'heart', 'attack']",LVC
1421,make a profit,"['make', 'a', 'profit']",LVC
1422,do contract,"['do', 'contract']",LVC
1423,take a sip,"['take', 'a', 'sip']",LVC
1424,make her senior debut,"['make', 'her', 'senior', 'debut']",LVC
1425,make his comeback,"['make', 'his', 'comeback']",LVC
1426,give advice and support,"['give', 'advice', 'and', 'support']",LVC
1427,get 100 per cent attendance,"['get', '100', 'per', 'cent', 'attendance']",LVC
1428,do extra magistrates work,"['do', 'extra', 'magistrates', 'work']",LVC
1429,make a mental note,"['make', 'a', 'mental', 'note']",LVC
1430,do their work,"['do', 'their', 'work']",LVC
1431,make a good radio play,"['make', 'a', 'good', 'radio', 'play']",LVC
1432,make a commitment,"['make', 'a', 'commitment']",LVC
1433,do this theory make sense,"['do', 'this', 'theory', 'make', 'sense']",LVC
1434,do the full service,"['do', 'the', 'full', 'service']",LVC
1435,take their pick,"['take', 'their', 'pick']",LVC
1436,have a good diplomatic organization,"['have', 'a', 'good', 'diplomatic', 'organization']",LVC
1437,make a hasty decision,"['make', 'a', 'hasty', 'decision']",LVC
1438,do at least some work,"['do', 'at', 'least', 'some', 'work']",LVC
1439,take a look,"['take', 'a', 'look']",LVC
1440,make her journey,"['make', 'her', 'journey']",LVC
1441,take up the cause,"['take', 'up', 'the', 'cause']",LVC
1442,make a return,"['make', 'a', 'return']",LVC
1443,do a lot more harm,"['do', 'a', 'lot', 'more', 'harm']",LVC
1444,make conversation,"['make', 'conversation']",LVC
1445,make her pay,"['make', 'her', 'pay']",LVC
1446,make some sense,"['make', 'some', 'sense']",LVC
1447,get a phone call,"['get', 'a', 'phone', 'call']",LVC
1448,take the smoke,"['take', 'the', 'smoke']",LVC
1449,make a decision,"['make', 'a', 'decision']",LVC
1450,do any damage,"['do', 'any', 'damage']",LVC
1451,make a highly leveraged hostile bid,"['make', 'a', 'highly', 'leveraged', 'hostile', 'bid']",LVC
1452,get a very good chance,"['get', 'a', 'very', 'good', 'chance']",LVC
1453,make one long journey,"['make', 'one', 'long', 'journey']",LVC
1454,make sense,"['make', 'sense']",LVC
1455,give cause,"['give', 'cause']",LVC
1456,make the enormous profit,"['make', 'the', 'enormous', 'profit']",LVC
1457,make a profit,"['make', 'a', 'profit']",LVC
1458,do change,"['do', 'change']",LVC
1459,make a break,"['make', 'a', 'break']",LVC
1460,make a substantial contribution,"['make', 'a', 'substantial', 'contribution']",LVC
1461,make a small profit,"['make', 'a', 'small', 'profit']",LVC
1462,make sense,"['make', 'sense']",LVC
1463,get any help,"['get', 'any', 'help']",LVC
1464,make an application,"['make', 'an', 'application']",LVC
1465,make sense,"['make', 'sense']",LVC
1466,get a better offer,"['get', 'a', 'better', 'offer']",LVC
1467,get notice,"['get', 'notice']",LVC
1468,take no notice,"['take', 'no', 'notice']",LVC
1469,give special attention,"['give', 'special', 'attention']",LVC
1470,make the obvious observation,"['make', 'the', 'obvious', 'observation']",LVC
1471,take full account,"['take', 'full', 'account']",LVC
1472,get unprecedented praise,"['get', 'unprecedented', 'praise']",LVC
1473,take a partisan position,"['take', 'a', 'partisan', 'position']",LVC
1474,make the subject,"['make', 'the', 'subject']",LVC
1475,make movement,"['make', 'movement']",LVC
1476,make adequate sense,"['make', 'adequate', 'sense']",LVC
1477,take far too earnest a view,"['take', 'far', 'too', 'earnest', 'a', 'view']",LVC
1478,"make a unique , personal response","['make', 'a', 'unique', ',', 'personal', 'response']",LVC
1479,do research,"['do', 'research']",LVC
1480,make use,"['make', 'use']",LVC
1481,make a sale,"['make', 'a', 'sale']",LVC
1482,make a detailed survey,"['make', 'a', 'detailed', 'survey']",LVC
1483,do the cooking,"['do', 'the', 'cooking']",LVC
1484,make a great success,"['make', 'a', 'great', 'success']",LVC
1485,give a rueful smile,"['give', 'a', 'rueful', 'smile']",LVC
1486,make a further payment,"['make', 'a', 'further', 'payment']",LVC
1487,make no mention,"['make', 'no', 'mention']",LVC
1488,get credit,"['get', 'credit']",LVC
1489,take the lead,"['take', 'the', 'lead']",LVC
1490,take the former example,"['take', 'the', 'former', 'example']",LVC
1491,get a call,"['get', 'a', 'call']",LVC
1492,give a new identity,"['give', 'a', 'new', 'identity']",LVC
1493,take that risk,"['take', 'that', 'risk']",LVC
1494,make marriage,"['make', 'marriage']",LVC
1495,get a report,"['get', 'a', 'report']",LVC
